code,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122015.SH,09长电债,1942.08(20180930),1648.08(20180630),1814.35(20180331),1714.35(20170930),1664.35(20170630),1649.35(20170331),1573(20160331),1553(20151231),1398(20150930),1520(20150331),1520(20141231),1260(20140930),1260(20140331),1260(20131231),1260(20130930),1260(20130630),1240(20130331),1210(20120930),1225(20120331),973.6(20110930),973.6(20110331),928.6(20091231),928.6(20090930),853.4(20090331),530(20071231),400(20051227),,,,,,,,,,,,,,,,,
136167.SH,16华夏债,3565(20180930),3565(20180630),3175(20180331),2946.4425(20171231),2319.8489(20170930),2279.9719(20170331),1388.9(20160930),1233.1(20160331),1264.02(20151231),1104.37(20150930),838(20150630),829.6319(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136168.SH,16建发01,1394.9064(20180630),1354.5561(20180331),1420.672966(20170930),1155.65(20170630),1101.15(20170331),1131.5537(20161231),1157.8602(20160930),1014.55(20160331),985.05029(20150930),1016.863489(20150630),920.6288(20150331),951.38(20141231),945.0542(20140930),874.04(20140331),743.6849(20130930),70.7(20130331),756.07(20120930),669.11(20120331),655.3(20110930),419.5226(20100930),363.442(20090930),291.75(20080930),,,,,,,,,,,,,,,,,,,,,
136169.SH,16狮桥债,31.77(20180331),102.98(20161231),51.55(20160331),22.96(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136170.SH,16景瑞01,168.13(20171231),50(20161231),106.6(20160630),95(20160315),83.6(20151231),84.66(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136172.SH,16亿阳01,44.45(20161231),47.327695(20160630),34.7309(20151231),33.6033(20150930),30.6277(20150630),30.62(20150331),24.82(20141231),21.677(20140930),23.8394(20140331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136173.SH,16龙源01,2689(20180930),2689(20180630),2000(20171231),1990(20170930),1990(20170630),2000(20170331),2000(20161231),2000(20160630),2000(20160331),2000(20150930),2000(20150630),2000(20150331),1600(20140930),1600(20140331),1560(20131231),2000(20121231),289.5(20111231),1000(20091231),309.59(20090331),,,,,,,,,,,,,,,,,,,,,,,,
136174.SH,16工艺01,133.39(20180331),121.6494(20170930),127.73(20170331),128.92(20161231),160.05(20151231),132.3025(20150930),137.26(20150331),106.8352(20140331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136176.SH,16绿地01,2782(20171231),2710(20161231),2642(20151231),2629.8(20150930),2270(20150630),2259.8(20141231),1806.3(20140930),1305(20131231),1080.07(20121231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136178.SH,16兆泰01,96.65(20171231),102.5(20161231),119.88(20151231),118.98(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136179.SH,16绿地02,2782(20171231),2710(20161231),2642(20151231),2629.8(20150930),2270(20150630),2259.8(20141231),1806.3(20140930),1305(20131231),1080.07(20121231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136180.SH,16国汽01,450(20180331),450(20170930),450(20170630),423(20170331),588(20160930),548(20160331),586(20151231),475.53(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136181.SH,16万通01,95(20171231),90(20161231),90(20160331),90(20151231),90(20150930),90(20150630),90(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136183.SH,16新华债,579.78(20180930),564.15(20180630),480.241942(20180331),403.631811(20170930),360.027285(20170630),355.24184145(20170331),352.96(20161231),351.78251403(20160930),321.28251403(20160630),315.3895(20160331),331.38(20151231),315.3895(20150930),304.621797(20150630),269(20150331),259.6393(20140930),166.8653(20130630),,,,,,,,,,,,,,,,,,,,,,,,,,,
136184.SH,16上港01,1107.88(20180930),1035.2(20171231),755(20170630),675(20170331),657(20160331),657(20151231),671.5(20150630),694.5(20141231),549.6(20131231),416.4(20130630),343.63(20130331),395.2(20121231),398.63(20120930),343.625(20120331),343.63(20111231),365.8(20111031),396.13(20110930),360.83(20110630),265.83(20110331),218.4(20100930),200(20100624),200(20100401),200(20091231),210(20090925),210(20090831),204(20090603),204(20090331),117(20081130),113(20080331),135(20071231),109.5(20061231),52(20051231),,,,,,,,,,,
136185.SH,16国发01,69.6(20180331),69.5(20171231),80.52(20170630),64.5(20161231),16.0915(20151231),13.265(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136186.SH,16苏新债,127.3419(20180630),110.64(20180331),122.84(20171231),143.64(20170331),143.64(20161231),164.6568(20160930),173.88(20160331),213.65(20150930),215.6(20150630),188.6(20150331),13.66(20141231),211.1085(20140930),188.6(20140331),91.37(20121231),88.39(20120331),62.65(20090930),,,,,,,,,,,,,,,,,,,,,,,,,,,
136187.SH,16景德01,200.9106(20180930),211.7822(20180630),195.6088(20180331),260.1975(20170930),235.5767(20170630),229.896514(20170331),167.85(20160930),154.52863(20160331),118.91446(20150930),114.35346(20150630),110.3(20150331),119.3907(20140930),110.72(20140630),106.83(20131231),102.9032(20130930),43.82(20121231),29.12(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,
136188.SH,16富力03,1979.11(20180930),1969.11(20180630),1943.11(20180331),1634.61(20171231),1502(20170930),1166(20170331),1166(20161231),1142.01(20160930),1062.01(20160630),966.99(20151231),605.98(20150930),605.98(20150630),546(20141231),306.1(20090630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136189.SH,16新业01,58.68(20171231),54.828553(20161231),39.38(20160331),32.495218(20150930),29.14(20150630),28.551(20141231),27.28(20131231),6.04(20130331),19.3745(20120331),19.88(20111231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136191.SH,16靖江港,47.16(20180930),47.06(20180630),70.98(20180331),60.98(20171231),54.23(20170930),56(20170331),28(20161231),54(20160930),40.63(20151231),10(20121231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136192.SH,16信威01,226.82(20180331),151.065588(20160331),48.15(20150930),31.5(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136193.SH,16广越01,3570.91(20180930),3567.17(20180630),3105.86(20180331),6732.62(20171231),3105.86(20170930),2748.080026(20170630),2904.994802(20170331),2432(20160930),2399.25(20151231),1227.32981(20150930),624.7533(20150331),118(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136194.SH,16广越02,3570.91(20180930),3567.17(20180630),3105.86(20180331),6732.62(20171231),3105.86(20170930),2748.080026(20170630),2904.994802(20170331),2432(20160930),2399.25(20151231),1227.32981(20150930),624.7533(20150331),118(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136195.SH,16龙湖01,1110.9(20180630),1110.9(20180331),1110.9(20171231),910(20170930),910(20170630),795(20161231),590(20160630),590(20151231),680(20150930),680(20150630),580(20141231),183.75(20080930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136196.SH,16龙湖02,1110.9(20180630),1110.9(20180331),1110.9(20171231),910(20170930),910(20170630),795(20161231),590(20160630),590(20151231),680(20150930),680(20150630),580(20141231),183.75(20080930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136197.SH,16鑫苑01,333.21(20180630),305.84(20171231),182.5625(20161231),126.2725(20160630),105.89(20151231),105.7725(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136199.SH,16铁工01,12044.427844(20180930),12044.427844(20180630),11382.75(20180331),11119.85(20171231),11054.1(20170331),11054.1(20161231),10552.3(20160331),10552.3(20151231),10222.7(20150930),9637.85(20140930),8739(20140331),8455(20131231),8433(20130930),8545(20130331),7106(20120331),6733(20111011),6568(20110315),5681(20100630),4039(20100331),3333.57(20081231),300(20051231),,,,,,,,,,,,,,,,,,,,,,
136200.SH,16铁工02,12044.427844(20180930),12044.427844(20180630),11382.75(20180331),11119.85(20171231),11054.1(20170331),11054.1(20161231),10552.3(20160331),10552.3(20151231),10222.7(20150930),9637.85(20140930),8739(20140331),8455(20131231),8433(20130930),8545(20130331),7106(20120331),6733(20111011),6568(20110315),5681(20100630),4039(20100331),3333.57(20081231),300(20051231),,,,,,,,,,,,,,,,,,,,,,
136201.SH,16香江01,14.5(20171231),11.8(20170331),60.9(20160331),69.5(20151231),69.6(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136202.SH,16宏桥03,361.3298(20180331),395.097675(20170930),200.12837(20160930),198.72288(20160630),234.1933(20160331),562(20150930),372.4254(20150331),375.26(20140930),316.5289(20140331),318.93(20130930),315.6043(20130630),262.8(20130331),241.11(20121231),191.1856(20120930),141.4(20120630),191.19(20111231),,,,,,,,,,,,,,,,,,,,,,,,,,,
136203.SH,16国创01,33.199(20150731),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136204.SH,16丹港01,336.62(20170331),282.4408(20160630),255.74(20160331),239.85(20151231),222.0207(20150930),225.40466(20150630),226.1265(20150331),221.269(20140930),217.35(20140630),212.9494(20140331),200.9882(20130930),190.2025(20130331),96.7978(20120930),98.3657(20120630),96.761(20120331),96.67(20110930),88.288(20100930),78.548(20100630),,,,,,,,,,,,,,,,,,,,,,,,,
136205.SH,16龙盛01,304.253296(20180930),327.45(20180331),335.95(20161231),300.7166(20160630),105.17(20160331),90.86(20150930),123.81(20150630),93.13487(20150331),115.59(20141231),83.5937(20140630),92.52(20140331),89.7(20130930),93.721(20130331),71.58(20120930),76.0448(20120331),61.38(20110930),69.2557(20110630),63.8678(20100930),,,,,,,,,,,,,,,,,,,,,,,,,
136206.SH,16龙盛02,304.253296(20180930),327.45(20180331),335.95(20161231),300.7166(20160630),105.17(20160331),90.86(20150930),123.81(20150630),93.13487(20150331),115.59(20141231),83.5937(20140630),92.52(20140331),89.7(20130930),93.721(20130331),71.58(20120930),76.0448(20120331),61.38(20110930),69.2557(20110630),63.8678(20100930),,,,,,,,,,,,,,,,,,,,,,,,,
136207.SH,16武金01,262.25225(20180930),239.85775(20180331),209.23175(20170930),229.00427(20170331),236.59027(20160930),196.99(20160331),145.769(20150930),138.43(20150630),136.634021(20150331),119.76(20140331),65.78(20130630),62.78(20120930),64.215(20110930),64.76(20101231),39.88(20100531),,,,,,,,,,,,,,,,,,,,,,,,,,,,
136208.SH,16广新02,258.379752(20180930),265.664399(20180630),268.25109967(20180331),295.906086(20171231),286.624607(20170930),238.740625(20170630),217.66(20170331),268.255839(20161231),277.0994(20160930),293.836(20160630),358.351671(20160331),346.83(20151231),322.6(20150930),217.9167(20150630),218.5217(20150331),232.75(20141231),277.5075(20140930),218.0168(20140331),267.8309(20130630),202.92(20130331),198.41(20120930),219.02(20110930),201.5232(20110331),209.6359(20100930),147.9471(20090930),91.19(20061231),68.41(20051231),,,,,,,,,,,,,,,,
136209.SH,16国美02,253.3465(20180930),264.19(20180630),198.21(20160630),168.177043(20151231),155.604242(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136210.SH,16力帆债,166.15(20171231),139.61(20161231),185.89(20151231),164.93(20150930),132.33(20150331),38.7306(20120331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136211.SH,16恒力01,885.235(20180930),273.61(20171231),264.42(20170930),66.73(20161231),176.4(20160630),198.85(20140424),172.4(20140331),198.85(20130930),168.6(20130913),168.6(20130331),143.8(20121231),129.3(20120930),118.2653(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136212.SH,16中交债,2626.5(20180930),2626.5(20180630),2468(20180331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136213.SH,16晋建发,47.92(20180331),24.9(20170331),23.66(20160331),25.4(20150630),19.9(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136214.SH,14上实02,158.1(20171231),162.32(20170331),138.43(20160331),160.27(20151231),104.595(20150930),114.5(20150331),87.636(20140930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136218.SH,16华凌01,128.83(20180930),154.2(20180331),121(20171231),121.8(20170930),120.8(20170630),120.8(20161231),120.8(20160930),120.8(20151231),120.8(20150630),120.8(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136219.SH,16中大债,1022.086(20180930),1022(20180630),1012.5966(20180331),984.7244(20170930),1076.690333(20170630),952.1709(20170331),920.8833(20160930),1018.5(20160630),1010.46(20160331),1066.87(20150930),208.3171(20120930),198.4(20120630),177.6059(20110930),153.0534(20101231),141.6989(20100630),28.27(20070630),,,,,,,,,,,,,,,,,,,,,,,,,,,
136220.SH,16新投01,366.0691(20180930),360.2141(20180630),347.9241(20180331),364.42(20171231),430.506(20170930),402.26(20170331),389.94(20161231),295.87901(20160930),367.73779(20160630),348.92779(20160331),273(20151231),73.7(20150930),59(20150331),59(20141231),57.9(20140630),57.2(20140331),32.8(20131231),24.9(20130331),24.9(20120930),24.9(20120630),11(20111202),12.44(20110930),,,,,,,,,,,,,,,,,,,,,
136221.SH,16天铝01,159.18(20170331),53.50388(20160930),65.246(20160331),80.8(20151231),55.75(20150331),47.508(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136222.SH,16疏浚01,1198.92(20180331),1033.51(20171231),1113(20151231),687.86(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136223.SH,16卓越01,21.5(20180630),21.5(20171231),15.5(20170630),23.5(20161231),23.697(20160718),23.697(20160630),23.7(20151231),23.697(20150930),23.7(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136224.SH,16新业02,58.68(20171231),54.828553(20161231),39.38(20160331),32.495218(20150930),29.14(20150630),28.551(20141231),27.28(20131231),6.04(20130331),19.3745(20120331),19.88(20111231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136226.SH,16锡公01,57.43(20180930),64.53(20180630),55.95(20180331),44.92(20160930),42.95(20150930),43.15(20150331),42.85(20131231),39.5(20130930),33.42(20121231),27.22(20120630),31.12(20110930),23.22(20100930),27.77(20080430),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136227.SH,16住总01,265.2(20180930),240.7(20180630),235.4(20180331),245.9(20171231),240.9(20170930),239.7(20170630),218.7(20170331),218.7(20161231),171.2(20161012),160.62(20160331),152.62(20151231),160.87(20150930),151.62(20150630),162.57(20150331),153.87(20140930),153.87(20140630),143.32(20131231),132.32(20130930),126.52(20130331),126.25(20121031),109.05(20120930),111.34(20110331),,,,,,,,,,,,,,,,,,,,,
136229.SH,16珠投03,604.28(20180630),598.28(20171231),638.29(20161231),659.76(20151231),252.62(20150930),158.61(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136230.SH,16宏桥05,361.3298(20180331),395.097675(20170930),200.12837(20160930),198.72288(20160630),234.1933(20160331),562(20150930),372.4254(20150331),375.26(20140930),316.5289(20140331),318.93(20130930),315.6043(20130630),262.8(20130331),241.11(20121231),191.1856(20120930),141.4(20120630),191.19(20111231),,,,,,,,,,,,,,,,,,,,,,,,,,,
136231.SH,16金茂01,53.92(20180331),55.74(20170331),61.4263(20160331),63.8008(20150930),63.8(20150630),63.8508(20150331),59.2508(20141231),64.3444(20140331),64.405(20130930),64.405(20130630),57.855(20130331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136232.SH,16漳九龙,251.01168(20180930),239.514536(20180630),216.39008(20180331),182.96(20170930),172.76(20170630),181.74(20170331),149.99(20160930),143.74(20160630),131.16(20160331),115.8(20160115),74.1(20150930),77.9(20150630),62.3(20150531),62.3(20150331),66.53(20140930),66.528(20140331),66.53(20131231),69.02(20130930),69.02(20130630),15.9(20130331),39.41(20120930),20.4(20120630),27.4763(20110930),,,,,,,,,,,,,,,,,,,,
136233.SH,16保利03,3865.753(20180930),3810.35(20180630),3658.3178(20180331),3563(20171231),3562.879(20170930),3297.078313(20170630),3177.14(20170331),2942(20160630),2814(20151231),2653(20150930),2191(20150630),2204(20141231),2199(20140930),2195(20140630),303.11(20080331),,,,,,,,,,,,,,,,,,,,,,,,,,,,
136234.SH,16保利04,3865.753(20180930),3810.35(20180630),3658.3178(20180331),3563(20171231),3562.879(20170930),3297.078313(20170630),3177.14(20170331),2942(20160630),2814(20151231),2653(20150930),2191(20150630),2204(20141231),2199(20140930),2195(20140630),303.11(20080331),,,,,,,,,,,,,,,,,,,,,,,,,,,,
136235.SH,16晋然01,206.72(20180331),196.0008(20170930),180.7558(20170630),154.37(20170331),144.6258(20161231),145.71(20160930),145.4333(20160630),142.1364(20160331),117.8959(20150930),95.977823(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136236.SH,16复药01,421.554582(20180930),383.73(20180331),356.61(20171231),249.31(20161231),206.06(20160930),193.928982(20151231),177.065471(20150930),176.79(20150630),165.7462(20150331),153.3(20141231),153.3021(20140930),121.6(20140430),121.5987(20140331),118.28(20131231),73.7728(20120630),79.9(20120331),81.1357(20111231),84.31(20110630),83.0686(20101231),65.4761(20100630),60.17(20091231),25.3(20080430),,,,,,,,,,,,,,,,,,,,,
136238.SH,16兴发01,228.2935(20180630),229.39(20180331),259.74(20161231),259.61(20151231),182.58(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136239.SH,16国联01,235.092232(20180930),226.834332(20180630),224.492232(20180331),194.45(20171231),195.792232(20170930),172.15(20170630),168.602232(20170331),152.249214(20160930),300(20160331),289.25(20150930),91(20150630),241.75(20150331),122.44(20140930),123.94(20140630),121.2(20140331),80(20130331),78.51(20120331),96.65(20110930),140.57(20110331),137.68(20101231),175.83(20091231),159.4(20090630),88(20090323),83.24(20070930),83.24(20070531),,,,,,,,,,,,,,,,,,
136240.SH,16北部湾,851.14(20180930),804.24(20180331),842.78(20170930),812.99(20170630),514.7(20170331),752.491117(20161231),725.61(20160930),624.071056(20160630),650.07(20160331),650.070413(20151231),636.55(20150630),641.759222(20141231),650.8269(20140930),640.9403(20140331),652.8269(20131231),735.58(20130930),680.586(20130630),680.59(20121231),422(20120930),422.03(20120630),355.32(20111231),385(20110930),300(20110329),347.7536(20100930),,,,,,,,,,,,,,,,,,,
136241.SH,16中牧01,22.3(20150930),21(20150630),15.5(20100331),21.1(20090331),13.4(20060531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136242.SH,16中车G1,2642(20180331),2732(20171231),2581(20170331),2310.4(20161231),1593.48(20160331),1816.5(20151231),1708.58(20150930),1296(20140331),1338(20130331),1133.5(20120930),188.5(20080430),211(20061231),174(20050831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136243.SH,16中车G2,2642(20180331),2732(20171231),2581(20170331),2310.4(20161231),1593.48(20160331),1816.5(20151231),1708.58(20150930),1296(20140331),1338(20130331),1133.5(20120930),188.5(20080430),211(20061231),174(20050831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136244.SH,16华夏02,3565(20180930),3565(20180630),3175(20180331),2946.4425(20171231),2319.8489(20170930),2279.9719(20170331),1388.9(20160930),1233.1(20160331),1264.02(20151231),1104.37(20150930),838(20150630),829.6319(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136245.SH,16海投01,128.1648(20180630),96.77(20180331),88.175(20170930),89.173577(20170630),75.78(20170331),96.855(20160930),104.71(20160331),82.35(20150930),79.343415(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136246.SH,16津投01,5081.3454(20180930),5424.73(20180630),5439.87(20180331),5549.31(20170930),5568.62(20170630),5569.26(20170331),5178.53(20160930),4995.94(20160630),4632.02(20160331),3820.19(20150930),3626.65(20150630),3538(20150331),3504.91(20140930),3671.02(20140331),4065.94(20130930),4068.79(20120930),3170.14(20110930),2885.26(20101231),3809.89(20100930),3707.02(20090930),987.88(20071231),,,,,,,,,,,,,,,,,,,,,,
136247.SH,16华综01,308.16(20180930),282.58(20180630),500.17(20171231),175.38(20170930),213.133(20170331),191.7(20160930),194.868807(20160630),145.529816(20160331),152.530942(20150930),133.425483(20150630),153.4(20150331),54.7446(20140331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136248.SH,16外运01,286.94(20171231),132.88(20161231),141.63(20160331),132(20151231),132(20150930),132.0293(20150630),131.6212(20140630),126(20140331),116.6212(20130630),116.6212(20130331),116.62(20121231),83.9(20120331),75.75(20110930),72.35(20110331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136249.SH,16海怡01,115(20180630),115(20171231),104.5(20161231),105.5181(20150930),77.695(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136251.SH,16信地01,554.8(20180930),585.95(20171231),608.25(20161231),362.27(20160331),359.47(20151231),360.87(20150930),294.13(20150630),274.38(20150331),253.32(20140930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136252.SH,16亿阳03,44.45(20161231),47.327695(20160630),34.7309(20151231),33.6033(20150930),30.6277(20150630),30.62(20150331),24.82(20141231),21.677(20140930),23.8394(20140331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136253.SH,16中油03,1400(20180930),1620(20171231),1720(20161231),1400(20160331),1720(20151231),1400(20150930),1675(20150630),1400(20150331),1400(20141231),1400(20131231),1990(20111231),1830(20100331),1580(20090930),1580(20090630),1280(20081231),1280(20080630),,,,,,,,,,,,,,,,,,,,,,,,,,,
136254.SH,16中油04,1400(20180930),1620(20171231),1720(20161231),1400(20160331),1720(20151231),1400(20150930),1675(20150630),1400(20150331),1400(20141231),1400(20131231),1990(20111231),1830(20100331),1580(20090930),1580(20090630),1280(20081231),1280(20080630),,,,,,,,,,,,,,,,,,,,,,,,,,,
136255.SH,PR泰阳债,6.7(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136257.SH,16新投02,366.0691(20180930),360.2141(20180630),347.9241(20180331),364.42(20171231),430.506(20170930),402.26(20170331),389.94(20161231),295.87901(20160930),367.73779(20160630),348.92779(20160331),273(20151231),73.7(20150930),59(20150331),59(20141231),57.9(20140630),57.2(20140331),32.8(20131231),24.9(20130331),24.9(20120930),24.9(20120630),11(20111202),12.44(20110930),,,,,,,,,,,,,,,,,,,,,
